age,education.num,capital.gain_log,capital.loss_log,hours.per.week,net_capital_log,work_intensity,is_full_time,has_capital_gain,has_capital_loss,sex_encoded,country_freq_encoded,income_encoded
42.0,10.0,0.0,7.801800401908973,40.0,0.0,1.0,1,0,1,0,0.9137618623506649,1
39.0,14.0,0.0,7.801800401908973,45.0,0.0,1.125,1,0,1,1,0.9137618623506649,1
32.0,13.0,0.0,7.801800401908973,50.0,0.0,1.25,1,0,1,1,0.9137618623506649,1
53.0,10.0,0.0,7.801800401908973,45.0,0.0,1.125,1,0,1,1,0.9137618623506649,1
40.0,10.0,0.0,7.801800401908973,40.0,0.0,1.0,1,0,1,1,0.9137618623506649,1
38.0,13.0,0.0,7.801800401908973,45.0,0.0,1.125,1,0,1,0,0.9137618623506649,1
33.0,11.0,0.0,7.801800401908973,42.0,0.0,1.05,1,0,1,1,0.9137618623506649,1
43.0,12.0,0.0,7.801800401908973,70.0,0.0,1.75,1,0,1,1,0.9137618623506649,1
50.0,7.0,0.0,7.801800401908973,40.0,0.0,1.0,1,0,1,1,0.9137618623506649,1
44.0,10.0,0.0,7.789868559054706,6.0,0.0,0.15,0,0,1,0,0.9137618623506649,1
51.0,13.0,0.0,7.789868559054706,40.0,0.0,1.0,1,0,1,1,0.002303369061146771,1
41.0,15.0,0.0,7.789868559054706,40.0,0.0,1.0,1,0,1,1,0.9137618623506649,1
60.0,11.0,0.0,7.789868559054706,70.0,0.0,1.75,1,0,1,1,0.9137618623506649,1
37.0,14.0,0.0,7.789868559054706,60.0,0.0,1.5,1,0,1,1,0.9137618623506649,1
55.0,15.0,0.0,7.789868559054706,35.0,0.0,0.875,1,0,1,1,0.0008906360369767513,1
39.0,13.0,0.0,7.789868559054706,60.0,0.0,1.5,1,0,1,1,0.9137618623506649,1
42.0,15.0,0.0,7.789868559054706,60.0,0.0,1.5,1,0,1,1,0.9137618623506649,1
49.0,13.0,0.0,7.789868559054706,55.0,0.0,1.375,1,0,1,1,0.9137618623506649,1
47.0,9.0,0.0,7.789868559054706,50.0,0.0,1.25,1,0,1,1,0.9137618623506649,1
41.0,15.0,0.0,7.789868559054706,45.0,0.0,1.125,1,0,1,1,0.9137618623506649,1
55.0,13.0,0.0,7.789868559054706,50.0,0.0,1.25,1,0,1,1,0.9137618623506649,1
39.0,14.0,0.0,7.789868559054706,65.0,0.0,1.625,1,0,1,0,0.9137618623506649,1
42.0,13.0,0.0,7.789868559054706,60.0,0.0,1.5,1,0,1,1,0.9137618623506649,1
41.0,11.0,0.0,7.789868559054706,12.0,0.0,0.3,0,0,1,1,0.9137618623506649,1
46.0,14.0,0.0,7.789868559054706,65.0,0.0,1.625,1,0,1,1,0.9137618623506649,1
40.0,14.0,0.0,7.789868559054706,45.0,0.0,1.125,1,0,1,1,0.9137618623506649,1
32.0,13.0,0.0,7.789868559054706,48.0,0.0,1.2,1,0,1,1,0.9137618623506649,1
41.0,10.0,0.0,7.789868559054706,55.0,0.0,1.375,1,0,1,1,0.9137618623506649,1
60.0,15.0,0.0,7.789868559054706,80.0,0.0,2.0,1,0,1,1,0.9137618623506649,1
31.0,14.0,0.0,7.789868559054706,70.0,0.0,1.75,1,0,1,1,0.001566290961579804,1
58.0,10.0,0.0,7.789868559054706,40.0,0.0,1.0,1,0,1,1,0.9137618623506649,1
37.0,13.0,0.0,7.789868559054706,50.0,0.0,1.25,1,0,1,1,0.9137618623506649,1
44.0,13.0,0.0,7.789868559054706,50.0,0.0,1.25,1,0,1,1,0.9137618623506649,1
39.0,15.0,0.0,7.789868559054706,50.0,0.0,1.25,1,0,1,1,0.9137618623506649,1
43.0,15.0,0.0,7.789868559054706,55.0,0.0,1.375,1,0,1,1,0.9137618623506649,1
55.0,13.0,0.0,7.789868559054706,50.0,0.0,1.25,1,0,1,1,0.9137618623506649,1
44.0,14.0,0.0,7.789868559054706,55.0,0.0,1.375,1,0,1,1,0.9137618623506649,1
39.0,15.0,0.0,7.789868559054706,67.0,0.0,1.675,1,0,1,1,0.0030711587481956942,1
46.0,13.0,0.0,7.789868559054706,40.0,0.0,1.0,1,0,1,1,0.9137618623506649,1
39.0,10.0,0.0,7.789868559054706,99.0,0.0,2.475,1,0,1,1,0.9137618623506649,1
62.0,13.0,0.0,7.789868559054706,60.0,0.0,1.5,1,0,1,1,0.9137618623506649,1
31.0,9.0,0.0,7.789868559054706,40.0,0.0,1.0,1,0,1,0,0.9137618623506649,1
46.0,13.0,0.0,7.789868559054706,35.0,0.0,0.875,1,0,1,1,0.006080894321427475,1
46.0,15.0,0.0,7.789868559054706,80.0,0.0,2.0,1,0,1,1,0.9137618623506649,1
39.0,11.0,0.0,7.789868559054706,40.0,0.0,1.0,1,0,1,1,0.9137618623506649,1
39.0,15.0,0.0,7.789868559054706,99.0,0.0,2.475,1,0,1,1,0.9137618623506649,1
59.0,16.0,0.0,7.789868559054706,45.0,0.0,1.125,1,0,1,1,0.9137618623506649,1
50.0,15.0,0.0,7.789868559054706,60.0,0.0,1.5,1,0,1,1,0.9137618623506649,1
46.0,16.0,0.0,7.789868559054706,55.0,0.0,1.375,1,0,1,1,0.9137618623506649,1
53.0,13.0,0.0,7.789868559054706,40.0,0.0,1.0,1,0,1,1,0.9137618623506649,1
50.0,15.0,0.0,7.789868559054706,30.0,0.0,0.75,0,0,1,1,0.9137618623506649,1
41.0,15.0,0.0,7.789868559054706,55.0,0.0,1.375,1,0,1,0,0.9137618623506649,1
36.0,13.0,0.0,7.789868559054706,45.0,0.0,1.125,1,0,1,1,0.9137618623506649,1
38.0,15.0,0.0,7.789868559054706,90.0,0.0,2.25,1,0,1,1,0.9137618623506649,1
54.0,10.0,0.0,7.789868559054706,50.0,0.0,1.25,1,0,1,1,0.9137618623506649,1
50.0,13.0,0.0,7.789868559054706,20.0,0.0,0.5,0,0,1,0,0.9137618623506649,1
47.0,13.0,0.0,7.789868559054706,60.0,0.0,1.5,1,0,1,1,0.9137618623506649,1
47.0,15.0,0.0,7.789868559054706,45.0,0.0,1.125,1,0,1,1,0.9137618623506649,1
67.0,13.0,0.0,7.780303087908373,40.0,0.0,1.0,1,0,1,1,0.9137618623506649,1
67.0,13.0,0.0,7.780303087908373,75.0,0.0,1.875,1,0,1,1,0.9137618623506649,1
72.0,16.0,0.0,7.780303087908373,25.0,0.0,0.625,0,0,1,1,0.9137618623506649,1
72.0,16.0,0.0,7.780303087908373,6.0,0.0,0.15,0,0,1,1,0.9137618623506649,1
46.0,14.0,0.0,7.780303087908373,50.0,0.0,1.25,1,0,1,1,0.9137618623506649,1
78.0,13.0,0.0,7.780303087908373,40.0,0.0,1.0,1,0,1,1,0.9137618623506649,1
71.0,13.0,0.0,7.780303087908373,60.0,0.0,1.5,1,0,1,1,0.9137618623506649,1
83.0,13.0,0.0,7.780303087908373,55.0,0.0,1.375,1,0,1,1,0.9137618623506649,1
68.0,14.0,0.0,7.780303087908373,40.0,0.0,1.0,1,0,1,1,0.9137618623506649,1
26.0,11.0,0.0,7.774015077250727,45.0,0.0,1.125,1,0,1,1,0.9137618623506649,0
68.0,16.0,0.0,7.774015077250727,60.0,0.0,1.5,1,0,1,1,0.9137618623506649,1
49.0,9.0,0.0,7.774015077250727,40.0,0.0,1.0,1,0,1,0,0.9137618623506649,1
36.0,9.0,0.0,7.774015077250727,60.0,0.0,1.5,1,0,1,1,0.9137618623506649,0
70.0,13.0,0.0,7.774015077250727,12.0,0.0,0.3,0,0,1,1,0.9137618623506649,1
27.0,10.0,0.0,7.774015077250727,20.0,0.0,0.5,0,0,1,0,0.9137618623506649,0
35.0,10.0,0.0,7.774015077250727,40.0,0.0,1.0,1,0,1,1,0.9137618623506649,0
23.0,9.0,0.0,7.774015077250727,40.0,0.0,1.0,1,0,1,1,0.9137618623506649,0
81.0,9.0,0.0,7.774015077250727,26.0,0.0,0.65,0,0,1,1,0.9137618623506649,1
66.0,16.0,0.0,7.774015077250727,25.0,0.0,0.625,0,0,1,1,0.9137618623506649,1
71.0,9.0,0.0,7.774015077250727,45.0,0.0,1.125,1,0,1,1,0.9137618623506649,1
68.0,10.0,0.0,7.774015077250727,55.0,0.0,1.375,1,0,1,1,0.9137618623506649,1
68.0,14.0,0.0,7.774015077250727,42.0,0.0,1.05,1,0,1,1,0.9137618623506649,1
65.0,13.0,0.0,7.774015077250727,40.0,0.0,1.0,1,0,1,1,0.9137618623506649,1
52.0,9.0,0.0,7.774015077250727,40.0,0.0,1.0,1,0,1,1,0.9137618623506649,0
40.0,12.0,0.0,7.774015077250727,50.0,0.0,1.25,1,0,1,1,0.9137618623506649,0
68.0,13.0,0.0,7.774015077250727,35.0,0.0,0.875,1,0,1,1,0.9137618623506649,1
21.0,10.0,0.0,7.774015077250727,48.0,0.0,1.2,1,0,1,1,0.9137618623506649,0
35.0,9.0,0.0,7.774015077250727,40.0,0.0,1.0,1,0,1,1,0.9137618623506649,0
70.0,13.0,0.0,7.774015077250727,50.0,0.0,1.25,1,0,1,1,0.9137618623506649,1
61.0,9.0,0.0,7.763446388727362,50.0,0.0,1.25,1,0,1,1,0.9137618623506649,0
65.0,9.0,0.0,7.763446388727362,65.0,0.0,1.625,1,0,1,1,0.9137618623506649,0
46.0,3.0,0.0,7.757906208351747,45.0,0.0,1.125,1,0,1,0,0.9137618623506649,0
26.0,13.0,0.0,7.757906208351747,55.0,0.0,1.375,1,0,1,1,0.9137618623506649,0
59.0,9.0,0.0,7.757906208351747,40.0,0.0,1.0,1,0,1,1,0.9137618623506649,0
61.0,3.0,0.0,7.757906208351747,40.0,0.0,1.0,1,0,1,1,0.9137618623506649,0
60.0,13.0,0.0,7.757906208351747,40.0,0.0,1.0,1,0,1,0,0.9137618623506649,0
49.0,10.0,0.0,7.757906208351747,50.0,0.0,1.25,1,0,1,1,0.9137618623506649,0
34.0,13.0,0.0,7.757906208351747,40.0,0.0,1.0,1,0,1,1,0.9137618623506649,0
25.0,13.0,0.0,7.757906208351747,35.0,0.0,0.875,1,0,1,0,0.9137618623506649,0
55.0,10.0,0.0,7.757906208351747,45.0,0.0,1.125,1,0,1,0,0.9137618623506649,0
59.0,9.0,0.0,7.757906208351747,40.0,0.0,1.0,1,0,1,0,0.9137618623506649,0
28.0,10.0,0.0,7.757906208351747,40.0,0.0,1.0,1,0,1,1,0.9137618623506649,0
43.0,11.0,0.0,7.757906208351747,36.0,0.0,0.9,1,0,1,0,0.9137618623506649,0
56.0,14.0,0.0,7.757906208351747,60.0,0.0,1.5,1,0,1,0,0.9137618623506649,0
41.0,9.0,0.0,7.757906208351747,40.0,0.0,1.0,1,0,1,1,0.9137618623506649,0
42.0,9.0,0.0,7.757906208351747,40.0,0.0,1.0,1,0,1,0,0.0005835201621571819,0
28.0,15.0,0.0,7.757906208351747,40.0,0.0,1.0,1,0,1,1,0.00371610208531679,0
40.0,15.0,0.0,7.757906208351747,35.0,0.0,0.875,1,0,1,0,0.9137618623506649,0
69.0,13.0,0.0,7.733245646529795,40.0,0.0,1.0,1,0,1,1,0.9137618623506649,1
66.0,9.0,0.0,7.7266536648476425,40.0,0.0,1.0,1,0,1,1,0.9137618623506649,0
69.0,3.0,0.0,7.7266536648476425,40.0,0.0,1.0,1,0,1,1,0.9137618623506649,0
55.0,14.0,0.0,7.7266536648476425,40.0,0.0,1.0,1,0,1,0,0.9137618623506649,0
57.0,9.0,0.0,7.7226775164680035,40.0,0.0,1.0,1,0,1,1,0.9137618623506649,0
20.0,10.0,0.0,7.7226775164680035,10.0,0.0,0.25,0,0,1,1,0.9137618623506649,0
33.0,9.0,0.0,7.7226775164680035,84.0,0.0,2.1,1,0,1,1,0.9137618623506649,0
30.0,10.0,0.0,7.7226775164680035,40.0,0.0,1.0,1,0,1,1,0.0024569269985565555,0
40.0,13.0,0.0,7.7226775164680035,48.0,0.0,1.2,1,0,1,0,0.006080894321427475,0
38.0,10.0,0.0,7.7226775164680035,55.0,0.0,1.375,1,0,1,1,0.9137618623506649,1
46.0,12.0,0.0,7.7226775164680035,38.0,0.0,0.95,1,0,1,1,0.9137618623506649,1
29.0,13.0,0.0,7.7226775164680035,45.0,0.0,1.125,1,0,1,0,0.9137618623506649,1
57.0,13.0,0.0,7.7226775164680035,40.0,0.0,1.0,1,0,1,1,0.9137618623506649,0
39.0,9.0,0.0,7.7226775164680035,42.0,0.0,1.05,1,0,1,1,0.9137618623506649,1
47.0,13.0,0.0,7.7226775164680035,40.0,0.0,1.0,1,0,1,1,0.9137618623506649,1
26.0,13.0,0.0,7.7226775164680035,45.0,0.0,1.125,1,0,1,1,0.9137618623506649,1
27.0,9.0,0.0,7.7226775164680035,50.0,0.0,1.25,1,0,1,1,0.9137618623506649,0
23.0,13.0,0.0,7.7226775164680035,40.0,0.0,1.0,1,0,1,0,0.9137618623506649,1
34.0,14.0,0.0,7.7226775164680035,50.0,0.0,1.25,1,0,1,1,0.9137618623506649,0
33.0,8.0,0.0,7.7226775164680035,42.0,0.0,1.05,1,0,1,1,0.9137618623506649,0
38.0,14.0,0.0,7.7226775164680035,60.0,0.0,1.5,1,0,1,0,0.9137618623506649,0
57.0,10.0,0.0,7.7226775164680035,38.0,0.0,0.95,1,0,1,0,0.9137618623506649,1
36.0,9.0,0.0,7.7226775164680035,70.0,0.0,1.75,1,0,1,1,0.9137618623506649,0
44.0,13.0,0.0,7.7226775164680035,40.0,0.0,1.0,1,0,1,1,0.9137618623506649,1
49.0,16.0,0.0,7.7226775164680035,50.0,0.0,1.25,1,0,1,0,0.9137618623506649,1
44.0,10.0,0.0,7.7226775164680035,60.0,0.0,1.5,1,0,1,1,0.9137618623506649,0
55.0,10.0,0.0,7.7226775164680035,62.0,0.0,1.55,1,0,1,1,0.9137618623506649,1
45.0,9.0,0.0,7.7226775164680035,44.0,0.0,1.1,1,0,1,1,0.9137618623506649,1
48.0,9.0,0.0,7.7226775164680035,40.0,0.0,1.0,1,0,1,0,0.9137618623506649,1
31.0,13.0,0.0,7.717351272185329,45.0,0.0,1.125,1,0,1,1,0.9137618623506649,1
55.0,9.0,0.0,7.717351272185329,40.0,0.0,1.0,1,0,1,0,0.9137618623506649,1
70.0,10.0,0.0,7.717351272185329,40.0,0.0,1.0,1,0,1,1,0.9137618623506649,1
70.0,14.0,0.0,7.717351272185329,8.0,0.0,0.2,0,0,1,1,0.9137618623506649,1
73.0,13.0,0.0,7.717351272185329,40.0,0.0,1.0,1,0,1,1,0.9137618623506649,1
72.0,15.0,0.0,7.717351272185329,28.0,0.0,0.7,0,0,1,1,0.9137618623506649,1
31.0,9.0,0.0,7.713784616598755,40.0,0.0,1.0,1,0,1,0,0.9137618623506649,0
28.0,6.0,0.0,7.713784616598755,35.0,0.0,0.875,1,0,1,0,0.9137618623506649,0
23.0,13.0,0.0,7.710653323501202,40.0,0.0,1.0,1,0,1,1,0.9137618623506649,1
49.0,5.0,0.0,7.710653323501202,40.0,0.0,1.0,1,0,1,1,0.9137618623506649,1
27.0,10.0,0.0,7.710653323501202,40.0,0.0,1.0,1,0,1,1,0.9137618623506649,1
90.0,9.0,0.0,7.699389406256737,40.0,0.0,1.0,1,0,1,1,0.9137618623506649,0
68.0,9.0,0.0,7.699389406256737,30.0,0.0,0.75,0,0,1,0,0.9137618623506649,0
65.0,9.0,0.0,7.699389406256737,59.0,0.0,1.475,1,0,1,0,0.00371610208531679,0
65.0,9.0,0.0,7.699389406256737,10.0,0.0,0.25,0,0,1,0,0.9137618623506649,0
67.0,13.0,0.0,7.699389406256737,5.0,0.0,0.125,0,0,1,0,0.9137618623506649,0
66.0,13.0,0.0,7.699389406256737,25.0,0.0,0.625,0,0,1,0,0.9137618623506649,0
24.0,10.0,0.0,7.698936199813447,24.0,0.0,0.6,0,0,1,1,0.9137618623506649,0
44.0,10.0,0.0,7.698936199813447,35.0,0.0,0.875,1,0,1,1,0.9137618623506649,0
35.0,10.0,0.0,7.698936199813447,40.0,0.0,1.0,1,0,1,0,0.9137618623506649,0
20.0,12.0,0.0,7.698936199813447,18.0,0.0,0.45,0,0,1,0,0.9137618623506649,0
38.0,9.0,0.0,7.698936199813447,40.0,0.0,1.0,1,0,1,1,0.9137618623506649,0
39.0,10.0,0.0,7.698936199813447,40.0,0.0,1.0,1,0,1,0,0.9137618623506649,0
32.0,10.0,0.0,7.698936199813447,40.0,0.0,1.0,1,0,1,0,3.071158748195694e-05,0
42.0,4.0,0.0,7.698936199813447,40.0,0.0,1.0,1,0,1,1,0.9137618623506649,0
63.0,9.0,0.0,7.698936199813447,40.0,0.0,1.0,1,0,1,0,0.9137618623506649,0
42.0,14.0,0.0,7.697121317282625,60.0,0.0,1.5,1,0,1,1,0.0030711587481956942,1
64.0,7.0,0.0,7.687080155783135,40.0,0.0,1.0,1,0,1,1,0.9137618623506649,0
28.0,4.0,0.0,7.687080155783135,40.0,0.0,1.0,1,0,1,1,0.0035011209729430915,0
41.0,11.0,0.0,7.687080155783135,84.0,0.0,2.1,1,0,1,1,0.019747550750898315,0
41.0,4.0,0.0,7.687080155783135,40.0,0.0,1.0,1,0,1,1,0.9137618623506649,0
58.0,2.0,0.0,7.687080155783135,18.0,0.0,0.45,0,0,1,1,0.9137618623506649,0
59.0,10.0,0.0,7.687080155783135,40.0,0.0,1.0,1,0,1,1,0.9137618623506649,0
34.0,9.0,0.0,7.687080155783135,12.0,0.0,0.3,0,0,1,0,0.9137618623506649,0
45.0,9.0,0.0,7.687080155783135,45.0,0.0,1.125,1,0,1,1,0.9137618623506649,0
29.0,9.0,0.0,7.687080155783135,40.0,0.0,1.0,1,0,1,0,0.9137618623506649,0
47.0,6.0,0.0,7.687080155783135,52.0,0.0,1.3,1,0,1,1,0.9137618623506649,0
40.0,10.0,0.0,7.687080155783135,40.0,0.0,1.0,1,0,1,1,0.9137618623506649,0
47.0,3.0,0.0,7.687080155783135,50.0,0.0,1.25,1,0,1,1,0.019747550750898315,0
63.0,13.0,0.0,7.687080155783135,45.0,0.0,1.125,1,0,1,1,0.9137618623506649,0
41.0,9.0,0.0,7.687080155783135,40.0,0.0,1.0,1,0,1,1,0.9137618623506649,0
34.0,10.0,0.0,7.687080155783135,40.0,0.0,1.0,1,0,1,1,0.9137618623506649,0
66.0,13.0,0.0,7.684783943522785,40.0,0.0,1.0,1,0,1,1,0.9137618623506649,1
65.0,10.0,0.0,7.684783943522785,10.0,0.0,0.25,0,0,1,1,0.9137618623506649,1
70.0,9.0,0.0,7.684783943522785,40.0,0.0,1.0,1,0,1,1,0.9137618623506649,1
75.0,15.0,0.0,7.684783943522785,50.0,0.0,1.25,1,0,1,1,0.9137618623506649,1
65.0,9.0,0.0,7.684783943522785,40.0,0.0,1.0,1,0,1,1,0.9137618623506649,1
65.0,10.0,0.0,7.684783943522785,40.0,0.0,1.0,1,0,1,1,0.9137618623506649,1
73.0,10.0,0.0,7.684783943522785,50.0,0.0,1.25,1,0,1,1,0.9137618623506649,1
60.0,13.0,0.0,7.679713639966372,25.0,0.0,0.625,0,0,1,1,0.0024569269985565555,0
68.0,11.0,0.0,7.673223121121708,40.0,0.0,1.0,1,0,1,1,0.9137618623506649,0
74.0,9.0,0.0,7.673223121121708,20.0,0.0,0.5,0,0,1,1,0.9137618623506649,0
43.0,3.0,0.0,7.6638772587034705,72.0,0.0,1.8,1,0,1,0,0.9137618623506649,0
19.0,7.0,0.0,7.6638772587034705,55.0,0.0,1.375,1,0,1,1,0.9137618623506649,0
37.0,9.0,0.0,7.6638772587034705,40.0,0.0,1.0,1,0,1,1,0.9137618623506649,0
45.0,12.0,0.0,7.640603826393634,40.0,0.0,1.0,1,0,1,1,0.006080894321427475,0
64.0,14.0,0.0,7.629489916393995,60.0,0.0,1.5,1,0,1,1,0.002303369061146771,0
30.0,9.0,0.0,7.629489916393995,40.0,0.0,1.0,1,0,1,1,0.9137618623506649,0
51.0,10.0,0.0,7.629489916393995,60.0,0.0,1.5,1,0,1,0,0.00371610208531679,0
35.0,7.0,0.0,7.629489916393995,40.0,0.0,1.0,1,0,1,1,0.9137618623506649,0
29.0,9.0,0.0,7.629489916393995,20.0,0.0,0.5,0,0,1,0,0.9137618623506649,0
34.0,10.0,0.0,7.629489916393995,40.0,0.0,1.0,1,0,1,0,0.9137618623506649,0
41.0,9.0,0.0,7.62657020629066,60.0,0.0,1.5,1,0,1,1,0.9137618623506649,0
35.0,10.0,0.0,7.62657020629066,45.0,0.0,1.125,1,0,1,1,0.9137618623506649,0
26.0,10.0,0.0,7.62657020629066,40.0,0.0,1.0,1,0,1,1,0.9137618623506649,0
54.0,9.0,0.0,7.62657020629066,50.0,0.0,1.25,1,0,1,1,0.9137618623506649,0
52.0,9.0,0.0,7.62657020629066,40.0,0.0,1.0,1,0,1,1,0.9137618623506649,0
50.0,9.0,0.0,7.62657020629066,20.0,0.0,0.5,0,0,1,1,0.9137618623506649,0
31.0,10.0,0.0,7.62657020629066,40.0,0.0,1.0,1,0,1,1,0.9137618623506649,0
38.0,9.0,0.0,7.62657020629066,40.0,0.0,1.0,1,0,1,1,0.9137618623506649,0
30.0,10.0,0.0,7.62657020629066,40.0,0.0,1.0,1,0,1,1,0.9137618623506649,0
34.0,13.0,0.0,7.62657020629066,40.0,0.0,1.0,1,0,1,1,0.9137618623506649,0
31.0,10.0,0.0,7.62657020629066,57.0,0.0,1.425,1,0,1,1,0.9137618623506649,0
52.0,9.0,0.0,7.62657020629066,38.0,0.0,0.95,1,0,1,1,0.9137618623506649,0
54.0,9.0,0.0,7.62657020629066,40.0,0.0,1.0,1,0,1,1,0.9137618623506649,0
38.0,9.0,0.0,7.62657020629066,44.0,0.0,1.1,1,0,1,1,0.9137618623506649,0
39.0,9.0,0.0,7.62657020629066,40.0,0.0,1.0,1,0,1,1,0.9137618623506649,0
29.0,11.0,0.0,7.62657020629066,40.0,0.0,1.0,1,0,1,1,0.9137618623506649,0
45.0,9.0,0.0,7.62657020629066,40.0,0.0,1.0,1,0,1,1,0.9137618623506649,0
34.0,9.0,0.0,7.62657020629066,55.0,0.0,1.375,1,0,1,1,0.9137618623506649,0
38.0,9.0,0.0,7.62657020629066,40.0,0.0,1.0,1,0,1,1,0.0018426952489174165,0
39.0,6.0,0.0,7.62657020629066,40.0,0.0,1.0,1,0,1,1,0.9137618623506649,0
